"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@HoustonFire","Houston Fire Dept","Anyone with a boat wanting to help with rescues can call 713-305-3789.","24","1.3K","738","1503936575000","28 Aug 2017","/HoustonFire/status/902201503494148102","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","A note to those dealing with floodwaters: If you need to get higher, go to your roof and NOT the attic. You could get trapped. #HarveyFlood","5","163","173","1503859506000","27 Aug 2017","/HoustonFire/status/901878252075175936","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Please, be safe!","","19","18","1503745554000","26 Aug 2017","/HoustonFire/status/901400306071855104","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Shelter Information | City of Houston Emergency Operations Center. Here is current shelter info.  http://www.houstonemergency.org/shelters/ ","1","34","26","1504034388000","29 Aug 2017","/HoustonFire/status/902611761857167360","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Good information!","","6","10","1503667987000","25 Aug 2017","/HoustonFire/status/901074966707400705","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Mayor asking residents w/ water in homes to leave if S of I-10, W of Gessner, N of Briarforest, E of reservoirs.","3","52","29","1504287108000","1 Sep 2017","/HoustonFire/status/903671745256841217","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Downtown fire on 1598 Fannin is tapped out- no civilian injuries cause under investigation","2","13","26","1503941620000","28 Aug 2017","/HoustonFire/status/902222664118530048","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Please use 911 for life-threatening emergencies, and 311 or the HPD non-emergency number 713-884-3131 as appropriate.","3","91","50","1503863467000","27 Aug 2017","/HoustonFire/status/901894868531904513","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Latest on Harvey","","2","1","1503688662000","25 Aug 2017","/HoustonFire/status/901161680318738432","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","For information regarding #HOURecovers - The City's Distaster Recovery from Hurricane Harvey please visit https://houstonrecovers.org/ ","","7","6","1504716708000","6 Sep 2017","/HoustonFire/status/905473619710664704","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","HFD and State Farm's effort to end distracted driving is now in Spanish! 
Check it out!  

https://www.youtube.com/watch?v=sXR_kal2dXc&sns=tw … via @youtube","","","2","1502900363000","16 Aug 2017","/HoustonFire/status/897855314623684609","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","@FireChiefofHFD Sam Peña at Northwest PIP meeting says HFD must be a fabric of the community & engaging the community outside of 911 calls.","","","5","1502842209000","15 Aug 2017","/HoustonFire/status/897611399156957185","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","HFD assisting FBI in protecting lives, property, and the environment on Albans. Command post staffed and assisting in mitigating situation","1","33","70","1503343634000","21 Aug 2017","/HoustonFire/status/899714529038389250","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","Students @NewStorySchools in Wyoming, PA  sent our heroes some very awesome Thank You Notes ... Thank you!","1","2","15","1504897146000","8 Sep 2017","/HoustonFire/status/906230431217061888","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HoustonFire","Houston Fire Dept","@FireChiefofHFD @MarioGa50826448 With the volunteers that help me getting families out of their flooded homes","1","2","4","1503976674000","28 Aug 2017","/HoustonFire/status/902369691976560640","https://twitter.com/search?l=&q=%40houstonfire%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
